designation,ra,dec,clon,clat,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper
Gaia DR2 2674072790546226688,324.9859372166027,-2.927275012966624,21h39m56.62s,-02d55m38.19s,103,2498.8116788192506,3.4277894715220305,728.986328125,17.1940326691,10,996.6230478526074,11.28326144547694,88.3275680542,17.8550605774,12,2077.3380430655875,11.865363286212038,175.0758056641,16.4681529999,1.2301691771,0,1.3869075775,0.6610279083,0.7258796692,,,
Gaia DR2 2674119652934840704,324.88160427643,-2.8723495559537953,21h39m31.59s,-02d52m20.46s,78,132.40848122129594,1.2758850667406443,103.7777481079,20.3835754395,5,44.86086246786642,6.044203340018004,7.4221301079,21.2217197418,6,99.2129245831265,8.90750039598567,11.138133049,19.7705001831,1.0881009102,0,1.4512195587,0.8381443024,0.6130752563,,,
Gaia DR2 2674070351004876160,324.94941661330813,-2.9841132044738186,21h39m47.86s,-02d59m02.81s,100,14394.188980865638,11.17176395273934,1288.4437255859,15.2928981781,9,7616.111638263139,46.665072011139046,163.2079620361,15.6470546722,10,10312.596500438614,57.60390421444313,179.0260009766,14.7285003662,1.2455518246,0,0.918554306,0.3541564941,0.5643978119,0.1930000037,0.0603,0.2721000016
Gaia DR2 2674070351004405248,324.9497125710889,-2.984030670528129,21h39m47.93s,-02d59m02.51s,80,719.5384705803433,4.718091189195431,152.5062713623,18.5457305908,0,,,,,0,,,,,,0,,,,,,
Gaia DR2 2674070965185042048,324.87906955934574,-2.976400228281705,21h39m30.98s,-02d58m35.04s,100,190.0430823376985,1.9079362965438917,99.6066207886,19.991235733,9,116.39108347293218,11.476527811244152,10.1416635513,20.1865882874,9,127.3695114560825,11.401277872757383,11.1715116501,19.499256134,1.2826596498,0,0.6873321533,0.1953525543,0.491979599,,,
Gaia DR2 2674072962344919552,324.9853057573205,-2.90894148058602,21h39m56.47s,-02d54m32.19s,119,4553.801469301119,4.082710146602063,1115.3869628906,16.5424308777,13,2052.3740932886153,9.647630508093174,212.7334899902,17.0707473755,14,3514.462749702549,12.734873933189412,275.9715270996,15.8972730637,1.2224593163,0,1.1734743118,0.5283164978,0.645157814,0.0670000017,0.0339000002,0.0930999964
Gaia DR2 2674070346709734528,324.93703920064326,-2.98981950379271,21h39m44.89s,-02d59m23.35s,113,229.42695553618992,1.4107338909240668,162.6295013428,19.7867546082,10,58.96878781683767,14.452664863678505,4.0801324844,20.9248332977,12,218.47397614547765,22.349631271142268,9.7752828598,18.9134216309,1.2092858553,0,2.0114116669,1.1380786896,0.8733329773,,,
Gaia DR2 2674121130403200128,324.88349074610625,-2.869438507207066,21h39m32.04s,-02d52m09.98s,98,515.8018534319652,1.6091728660744837,320.5385131836,18.9071578979,9,137.8969923259408,8.587197899334068,16.0584392548,20.0025005341,9,537.0592898108832,12.336044724939573,43.5357780457,17.9368648529,1.308557272,0,2.0656356812,1.0953426361,0.970293045,,,
Gaia DR2 2674070690307115648,324.91531441051416,-2.991698789520048,21h39m39.68s,-02d59m30.12s,90,1005.6501275614461,2.4315138476998257,413.5901184082,18.1822490692,9,347.9141100843655,20.36435159296694,17.0844669342,18.9977073669,7,993.5189733071962,16.21483967455512,61.2722053528,17.2689800262,1.3338963985,0,1.7287273407,0.8154582977,0.913269043,,,
Gaia DR2 2674070866400964096,324.87723321818163,-2.976905976522099,21h39m30.54s,-02d58m36.86s,90,504.90940502662806,2.3141033130851745,218.1879272461,18.9303321838,10,255.65581750995355,16.92896650437857,15.1016788483,19.3322486877,9,345.48294617120905,16.098627547796834,21.4603977203,18.4158535004,1.1905874014,0,0.9163951874,0.4019165039,0.5144786835,,,
Gaia DR2 2674071995977687808,324.98615012393554,-2.944291084643383,21h39m56.68s,-02d56m39.45s,63,83.12817191100805,1.2168846227838856,68.312286377,20.8889942169,3,51.55443915370469,17.9918473504593,2.8654332161,21.07072258,7,116.98093687243889,35.45447284914627,3.2994689941,19.591632843,2.0274159908,0,1.4790897369,0.181728363,1.2973613739,,,
Gaia DR2 2674070862105821952,324.87915800081066,-2.9797564836050245,21h39m31.00s,-02d58m47.12s,104,231.48661089243467,1.3626466893793094,169.8801422119,19.7770519257,9,123.99464482786698,13.470301159246466,9.2050390244,20.1178817749,10,169.12499254926743,17.850157763448085,9.4747056961,19.191400528,1.2662488222,0,0.9264812469,0.3408298492,0.5856513977,,,
Gaia DR2 2674120206985177600,324.9705049637943,-2.8768719631783535,21h39m52.92s,-02d52m36.74s,118,11204.121123816834,6.151404969091455,1821.3922119141,15.5649213791,11,5673.122954702512,15.527008079787471,365.3712768555,15.9668331146,11,8019.677180910876,22.095395964835742,362.9569396973,15.0015277863,1.2221217155,1,0.9653053284,0.4019117355,0.5633935928,0.3560000062,0.2660000026,0.4226999879
Gaia DR2 2674118038028429696,324.85304807152676,-2.9402519708614054,21h39m24.73s,-02d56m24.91s,75,101.38245988434868,1.0611217780782547,95.54271698,20.6734580994,4,34.200012112537024,11.921735811127315,2.8687107563,21.5163230896,6,100.79590552413924,32.17364238769572,3.1328721046,19.7533130646,1.331551075,1,1.763010025,0.8428649902,0.9201450348,,,
Gaia DR2 2674070930825303040,324.87368117092757,-2.976454984293056,21h39m29.68s,-02d58m35.24s,97,700.3481970898778,2.097881235484609,333.8359680176,18.5750808716,9,305.53367246062516,34.18270121826989,8.9382543564,19.1387405396,10,593.5863265927532,20.68201244063487,28.7006072998,17.8282108307,1.2838184834,0,1.3105297089,0.563659668,0.7468700409,,,
Gaia DR2 2674118725221463680,324.8521516586036,-2.911630756325135,21h39m24.52s,-02d54m41.87s,102,653.7312856267326,1.8838091000264385,347.0263061523,18.6498680115,10,320.8607712860686,6.8168337844268425,47.0688858032,19.0855960846,11,455.5841603962993,19.62187711534839,23.2181739807,18.1154975891,1.1877126694,0,0.9700984955,0.4357280731,0.5343704224,,,
Gaia DR2 2674120271409750912,324.948999085363,-2.8605916873738337,21h39m47.76s,-02d51m38.13s,122,1552.4937553585635,2.524252760655683,615.0310058594,17.7107906342,12,807.4154405855737,14.645967491181343,55.1288566589,18.0836448669,12,1070.1770039125483,14.252473607145788,75.0871047974,17.1882801056,1.2094042301,0,0.8953647614,0.3728542328,0.5225105286,,,
Gaia DR2 2674072958049960192,324.9897339210332,-2.9099420953820414,21h39m57.54s,-02d54m35.79s,122,3130.2193864646315,3.1935919334922533,980.1563720703,16.9494285583,12,1656.744392638445,13.356834831226518,124.0372009277,17.3032493591,14,2094.4304710630736,11.566054129852425,181.084274292,16.4592552185,1.1983743906,0,0.8439941406,0.3538208008,0.4901733398,0.2335000038,0.0931999981,0.4063999951
Gaia DR2 2674070454084016000,324.9775779896593,-2.9681452509926967,21h39m54.62s,-02d58m05.32s,121,7161.660235137836,11.071305658636675,646.8668212891,16.0508308411,11,4006.0523393990284,10.277840095340895,389.7756958008,16.3445968628,10,4690.5401951358435,6.953874737407087,674.5217895508,15.5838632584,1.2143263817,0,0.7607336044,0.2937660217,0.4669675827,,,
Gaia DR2 2674117866228397312,324.8603900532373,-2.9649083382183314,21h39m26.49s,-02d57m53.67s,105,167.75798895258845,1.2842841440897954,130.6237335205,20.126657486,7,43.517250202319055,14.73083140754921,2.9541611671,21.2547340393,7,228.2872005839986,38.36323013391086,5.9506773949,18.8657169342,1.6202176809,0,2.3890171051,1.1280765533,1.2609405518,,,
Gaia DR2 2674121134698120576,324.88271835699067,-2.8631508243543657,21h39m31.85s,-02d51m47.34s,97,3258.685408151852,4.385870965984178,742.9962158203,16.9057598114,11,1137.8310972736938,8.810845207786269,129.139831543,17.7111930847,11,3032.359968597718,12.639850400410266,239.9047393799,16.0574684143,1.2797157764,0,1.6537246704,0.8054332733,0.8482913971,0.1659999937,0.0983999968,0.2615999877
Gaia DR2 2674118725221467520,324.8494693135476,-2.907518791068343,21h39m23.87s,-02d54m27.07s,112,126.93845766914129,1.1063392212708487,114.7373733521,20.4293823242,9,69.29147538970298,13.57681688095642,5.1036615372,20.7496891022,10,84.88262558298787,14.656078230021633,5.7916331291,19.9398727417,1.2145578861,0,0.8098163605,0.320306778,0.4895095825,,,
Gaia DR2 2674072889330467584,324.9941834367421,-2.919883540194742,21h39m58.60s,-02d55m11.58s,115,2227.974353460278,2.7123384512238475,821.4219360352,17.3185901642,10,780.5989954252535,10.798521190853593,72.2875823975,18.1203174591,12,2054.866687503035,13.72971250621125,149.6656799316,16.4799613953,1.2726652622,0,1.6403560638,0.8017272949,0.8386287689,,,
Gaia DR2 2674072030336983680,324.99299758057634,-2.939210178366497,21h39m58.32s,-02d56m21.16s,111,1102.8809935226368,2.070598293388407,532.6387939453,18.0820446014,11,580.1420722496039,13.357969430644888,43.4304084778,18.4425525665,11,750.6176983634879,17.811740359299954,42.1417388916,17.5733737946,1.2066214085,0,0.869178772,0.3605079651,0.5086708069,,,
Gaia DR2 2674071995977225600,324.98891900028735,-2.953093684954665,21h39m57.34s,-02d57m11.14s,112,176.5215190639549,2.422561736862419,72.8656463623,20.0713710785,9,104.44375542698572,10.903603776176315,9.5788288116,20.3041820526,9,92.229240571482,9.077685000188623,10.1599960327,19.8497486115,1.1141587496,0,0.4544334412,0.2328109741,0.221622467,,,
Gaia DR2 2674070655947374208,324.89628499494756,-2.9947970299055346,21h39m35.11s,-02d59m41.27s,105,999.0000790420247,2.148440155618231,464.9885559082,18.1894512177,9,416.11054133895703,11.697473720892244,35.5726852417,18.8033657074,11,893.6123372900139,37.312569170142154,23.9493656158,17.3840465546,1.3110338449,0,1.4193191528,0.6139144897,0.8054046631,,,
Gaia DR2 2674072030336979456,324.99301475069745,-2.94179336533615,21h39m58.32s,-02d56m30.46s,77,100.82913389667594,0.9627474748300803,104.7306137085,20.6794013977,6,69.80979482884499,18.28160593307347,3.8185811043,20.7415981293,9,44.346818505672836,9.4482754039893,4.6936416626,20.6447639465,1.1321789026,0,0.0968341827,0.0621967316,0.0346374512,,,
Gaia DR2 2674120511927928960,324.92698395823675,-2.8512261609365326,21h39m42.48s,-02d51m04.41s,90,118.31110993545305,1.3494105324346748,87.6761398315,20.5058021545,5,62.20324673845796,29.249100279566598,2.1266720295,20.8668556213,8,147.8114311503178,29.73064288950846,4.9716863632,19.3376502991,1.775105238,0,1.5292053223,0.3610534668,1.1681518555,,,
Gaia DR2 2674120202690263808,324.9703201670561,-2.869589932579578,21h39m52.88s,-02d52m10.52s,101,386.47942471401336,1.5860172793887806,243.6791992188,19.2205505371,11,172.71143744924177,15.002557126384836,11.5121335983,19.7580852509,11,318.54077227333363,25.064207464824978,12.708990097,18.5040073395,1.2710953951,0,1.2540779114,0.5375347137,0.7165431976,,,
Gaia DR2 2674070449788981632,324.98309342176424,-2.9661667149935087,21h39m55.94s,-02d57m58.20s,86,130.25172587551916,1.1572472438684498,112.5530700684,20.4014072418,8,39.78142422749954,8.778227087129508,4.5318288803,21.3521881104,8,133.76702079566826,15.239965741205078,8.7773828506,19.4460468292,1.3324080706,0,1.9061412811,0.9507808685,0.9553604126,,,
Gaia DR2 2674119622869633792,324.8614024936504,-2.878474010947057,21h39m26.74s,-02d52m42.51s,116,22637.31620218826,8.85762533762742,2555.6867675781,14.8013029099,12,10563.729242821813,30.479087052038707,346.5894165039,15.2918453217,12,17295.105253772177,32.395683579481,533.8706665039,14.1671123505,1.2306597233,0,1.1247329712,0.4905424118,0.6341905594,0.1024999991,0.0480000004,0.1397999972
Gaia DR2 2674119618574692352,324.85764284265923,-2.883075317693646,21h39m25.83s,-02d52m59.07s,117,199.79982909343872,1.2136503884342882,164.627166748,19.9368782043,8,62.81085534011737,13.252901233257989,4.7394042015,20.8563022614,8,179.72326214084694,12.601073961448861,14.2625350952,19.12541008,1.2138855457,0,1.7308921814,0.919424057,0.8114681244,,,
Gaia DR2 2674121164762953344,324.88932906727894,-2.856061430599384,21h39m33.44s,-02d51m21.82s,119,2447.5302438941467,3.002857016601535,815.067199707,17.216545105,13,1147.5158237824965,18.04053363504464,63.6076431274,17.7019920349,10,1795.3574783962163,10.423624966741507,172.2392578125,16.626543045,1.2023848295,0,1.0754489899,0.4854469299,0.5900020599,,,
Gaia DR2 2674069973047752448,324.9280468558206,-3.0006136748017687,21h39m42.73s,-03d00m02.21s,113,3862.0311429383864,3.908223873027051,988.1806640625,16.721326828,10,2206.0944164914335,18.28664411505099,120.6396560669,16.9923286438,13,2428.6085318048067,12.14941180892624,199.8951568604,16.2985267639,1.2000687122,0,0.6938018799,0.2710018158,0.4228000641,0.0130000003,0.0049000001,0.061999999
Gaia DR2 2674070655947374336,324.8871481110927,-2.9939761468764354,21h39m32.92s,-02d59m38.31s,98,570.7935073482377,2.022564975186187,282.2127075195,18.7971687317,10,293.3632548671832,14.305801678216378,20.5065937042,19.1828746796,11,416.6569819209423,20.76479891956584,20.0655441284,18.2124729156,1.2439178228,0,0.9704017639,0.3857059479,0.584695816,,,
Gaia DR2 2674070862105716864,324.8746861242985,-2.9868503296093363,21h39m29.92s,-02d59m12.66s,106,27384.64054239811,9.042318951022772,3028.4975585938,14.5945978165,11,12311.059590585688,36.17688120693639,340.3018493652,15.1256494522,11,21558.952149127737,85.32512421661639,252.6682739258,13.9278507233,1.2368251085,0,1.1977987289,0.5310516357,0.6667470932,,,
Gaia DR2 2674070277990740992,324.9564461841136,-2.9938601154904396,21h39m49.55s,-02d59m37.90s,104,152.22157826765684,1.188196863662773,128.1114196777,20.232175827,6,30.956659305343262,7.214105843293878,4.2911291122,21.624502182,12,153.78587120529542,9.955024938228803,15.4480648041,19.2946281433,1.2136422396,0,2.3298740387,1.392326355,0.9375476837,,,
Gaia DR2 2674070655947369728,324.8942627193318,-2.997894048120612,21h39m34.62s,-02d59m52.42s,110,372.6140324082877,1.463532494099339,254.5990905762,19.2602176666,11,94.10531559644873,8.75480894739855,10.7489852905,20.4173526764,10,458.27495772571405,8.75385541879738,52.3512153625,18.1091041565,1.4824461937,0,2.3082485199,1.1571350098,1.1511135101,,,
Gaia DR2 2674070690307101184,324.9104974310732,-3.0024689830342868,21h39m38.52s,-03d00m08.89s,106,238.06249853707232,2.8989014551789034,82.1216278076,19.7466373444,6,59.6634222964057,14.95981163195123,3.9882469177,20.9121170044,8,346.5652277325486,11.009486033654436,31.4787826538,18.4124584198,1.7063949108,0,2.4996585846,1.16547966,1.3341789246,,,
