Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1
PMO20200815S-0026.fit	11	0	59077.76805555541	2459077.7680555554	NaN	NaN	0	1.60844693601	NaN	-18.91293525	60	NaN	NaN	3.5422257063085945	10	14	18	1502.598746973224	1765.2680947834174	1503.098746973224	1291.2319052165826	21.662647916683063	-2.9197599385792103	80437.53722816642	314.15926535897927	597.8728952725542	134.53952815756452	7625	256.0406332000208	1066.693820224719	356	3.5422257063085945	5.658798011955468	5.656948862746531	5.6606471611644045	314.82901168528707	0.9880101708935037
PMO20200815S-0027.fit	12	0	59077.7689467594	2459077.7689467594	NaN	NaN	0	1.60413662684	NaN	-18.91293525	60	NaN	NaN	3.6117040301750443	10	14	18	1503.5102751076188	1765.2680947834174	1504.0102751076188	1291.2319052165826	21.662630723950837	-2.919704119807674	79722.74549424241	314.15926535897944	599.4811997861211	132.98623129913892	6408	253.76538044531603	1065.4828571428573	350	3.6117040301750443	5.882461162599137	5.780174872601313	5.984747452596962	306.11832041143646	0.9870142043929608
PMO20200815S-0028.fit	13	0	59077.76982638892	2459077.769826389	NaN	NaN	0	1.59995656932	NaN	-18.897219	60	NaN	NaN	3.924733398730152	10	14	18	1504.4218032420135	1764.9642520719526	1504.9218032420135	1291.5357479280474	21.66261734051346	-2.9196976277061535	79929.21704297065	314.1592653589793	597.6505748443708	133.73904486544558	6485	254.42259979707487	1066.564606741573	356	3.924733398730152	5.815609979232013	5.716704050636772	5.914515907827253	305.4701524479706	0.9891568540018103
PMO20200815S-0029.fit	14	0	59077.770717592444	2459077.7707175924	NaN	NaN	0	1.59580479146	NaN	-18.894075750000003	60	NaN	NaN	4.067893775503898	10	14	18	1504.7256459534785	1764.6604093604876	1505.2256459534785	1291.8395906395124	21.662609371537783	-2.919725082874369	80401.41754602763	314.1592653589792	600.837477702654	133.81558329791332	7324	255.92566068091494	1065.4755043227665	347	4.067893775503898	5.688665414547216	5.64525816979221	5.732072659302223	310.77620551806814	0.9892094897636123
PMO20200815S-0030.fit	15	0	59077.771608796436	2459077.7716087964	NaN	NaN	0	1.59170921514	NaN	-18.8909325	60	NaN	NaN	4.449162595992703	10	14	18	1505.637174087873	1764.3565666490229	1506.137174087873	1292.1434333509771	21.662604222537578	-2.919762575111186	78911.66171674657	314.1592653589792	603.4323215628865	130.7713539645437	6485	251.18362059631403	1066.070796460177	339	4.449162595992703	6.101226216391883	6.429832703503304	5.772619729280461	335.44246501358293	0.9730730586253159
PMO20200815S-0031.fit	16	0	59077.77248842595	2459077.772488426	NaN	NaN	0	1.5877561843	NaN	-18.897219	60	NaN	NaN	6.719055179687167	10	14	18	1506.244859510803	1765.2680947834174	1506.744859510803	1291.2319052165826	21.662592437249568	-2.919472176831941	79337.93099395494	314.1592653589793	599.8246724603428	132.26853551810234	7407	252.54047784743236	1066.0315186246419	349	6.719055179687167	6.79189487531376	6.562093843956228	7.021695906671291	309.8124906834886	0.8591335119024286
PMO20200815S-0032.fit	17	0	59077.77337962948	2459077.7733796295	NaN	NaN	0	1.58380528071	NaN	-18.881502750000003	60	NaN	NaN	8.489207101524253	10	14	18	1506.244859510803	1765.5719374948824	1506.744859510803	1290.9280625051176	21.662590956109067	-2.9194243092783134	78812.2168634577	314.1592653589792	608.2664362454323	129.56857746406607	7244	250.86707779699455	1066.4587155963302	327	8.489207101524253	7.359714490267082	7.562072297917351	7.157356682616815	318.1698709497061	0.7523736706347447
PMO20200815S-0033.fit	18	0	59077.77427083347	2459077.7742708335	NaN	NaN	0	1.57994347954	NaN	-18.90036225	60	NaN	NaN	7.393084695264324	10	14	18	1511.4101856057064	1762.5335103802333	1511.9101856057064	1293.9664896197667	21.66250148190091	-2.9202010346531573	78828.64907899516	314.1592653589794	596.5662178430894	132.13729963457118	6525	250.91938316356922	1066.7346368715084	358	7.393084695264324	7.163645743877542	8.298190059903021	6.029101427852063	338.23799343982864	0.8183907047083124
PMO20200815S-0034.fit	19	0	59077.775150462985	2459077.775150463	NaN	NaN	0	1.57618389423	NaN	-18.8909325	60	NaN	NaN	5.453727927873131	10	14	18	1511.4101856057064	1762.5335103802333	1511.9101856057064	1293.9664896197667	21.6624955117938	-2.920147364248544	77720.14050637133	314.1592653589794	609.832018831705	127.4451621206523	6646	247.39089078771272	1065.9658385093169	322	5.453727927873131	6.530061184169052	7.17326753558391	5.886854832754195	333.55567314970057	0.8954369946368301
PMO20200815S-0035.fit	20	0	59077.77604166651	2459077.7760416665	NaN	NaN	0	1.5724619032	NaN	-18.90036225	60	NaN	NaN	6.882871704576191	10	14	18	1512.321713740101	1761.9258249573036	1512.821713740101	1294.5741750426964	21.662475907830412	-2.9202112137654503	78602.52695881919	314.1592653589794	608.5587817285544	129.16176599334585	7001	250.19961410020068	1064.4769230769232	325	6.882871704576191	6.9782059072546385	7.817631885815985	6.138779928693293	332.42464457780875	0.8277544253794658
PMO20200815S-0036.fit	21	0	59077.77770833345	2459077.7777083335	NaN	NaN	0	1.56567040989	NaN	-18.897219	60	NaN	NaN	4.08857175690552	10	14	18	1512.321713740101	1761.9258249573036	1512.821713740101	1294.5741750426964	21.66247183873446	-2.920067474890572	77789.47436610545	314.1592653589794	598.4906726393606	129.9760847116492	7443	247.61158731771923	1065.954415954416	351	4.08857175690552	5.612093825283372	5.935863055012055	5.28832459555469	341.0022189800037	0.9787049666341007
PMO20200815S-0037.fit	22	0	59077.77859953698	2459077.778599537	NaN	NaN	0	1.56212809762	NaN	-18.8909325	60	NaN	NaN	3.9128665629522086	10	14	18	1512.625556451566	1761.6219822458386	1513.125556451566	1294.8780177541614	21.662465401626328	-2.920141558038147	77888.09988802299	314.1592653589794	591.9473757553375	131.5794326964219	8152	247.92552210428312	1065.9378378378378	370	3.9128665629522086	5.368333028049749	5.297767947966254	5.438898108133243	308.89588994615576	0.9845498172532269
PMO20200815S-0038.fit	23	0	59077.77947916649	2459077.7794791665	NaN	NaN	0	1.55871469728	NaN	-18.90036225	60	NaN	NaN	4.519316601903513	10	14	18	1513.8409272974254	1761.6219822458386	1514.3409272974254	1294.8780177541614	21.66244042789142	-2.9200240428886968	77501.38690966734	314.15926535897927	604.881507703226	128.12656019845124	7598	246.6945764630214	1066.1736526946108	334	4.519316601903513	5.665155892159747	6.146495359458598	5.183816424860896	345.07508684035565	0.9621627403455644
PMO20200815S-0039.fit	24	0	59077.780370370485	2459077.7803703705	NaN	NaN	0	1.5553053931	NaN	-18.8909325	60	NaN	NaN	5.707752178363514	10	14	18	1514.7524554318202	1761.0142968229088	1515.2524554318202	1295.4857031770912	21.662424464123756	-2.920144133117504	77349.63332997181	314.1592653589792	592.6040931044396	130.52497313132773	7160	246.21152981621276	1066.8315217391305	368	5.707752178363514	6.053603057597689	6.399427912436998	5.707778202758381	329.12027050712055	0.9420741639044314
PMO20200815S-0040.fit	25	0	59077.78126157401	2459077.781261574	NaN	NaN	0	1.55197894256	NaN	-18.8909325	60	NaN	NaN	6.332934101649668	10	14	18	1515.663983566215	1760.710454111444	1516.163983566215	1295.789545888556	21.662409952363483	-2.920237903669556	78442.86845149158	314.15926535897927	597.8801318609862	131.20166446629878	7118	249.69140528724353	1065.3484419263457	353	6.332934101649668	6.4186139885463955	6.802212836365478	6.035015140727312	326.2072573243365	0.9024356326550886
PMO20200815S-0041.fit	26	0	59077.78214120353	2459077.7821412035	NaN	NaN	0	1.54874293995	NaN	-18.909792000000003	60	NaN	NaN	4.57874355185144	10	14	18	1515.663983566215	1760.710454111444	1516.163983566215	1295.789545888556	21.662403956139723	-2.920134240281148	77876.73827750434	314.15926535897927	599.6019081662223	129.88073789771073	7317	247.88935697477265	1065.8706896551723	348	4.57874355185144	5.87678209392353	6.140950030563217	5.612614157283843	328.9443432367094	0.9632082631707525
PMO20200815S-0042.fit	27	0	59077.78303240752	2459077.7830324075	NaN	NaN	0	1.54553711983	NaN	-18.906648750000002	60	NaN	NaN	3.817394479060633	10	14	18	1515.663983566215	1760.710454111444	1516.163983566215	1295.789545888556	21.662397862613133	-2.9200051457686476	77924.80414494546	314.15926535897927	595.1856781350391	130.92520033263543	6612	248.04235538271774	1066.7673130193905	361	3.817394479060633	5.59509600930743	5.849025924832476	5.341166093782385	336.8449080009378	0.9828035530021378
PMO20200815S-0043.fit	28	0	59077.783923611045	2459077.783923611	NaN	NaN	0	1.5424036603	NaN	-18.92550825	60	NaN	NaN	3.1984879153636143	10	14	18	1515.663983566215	1760.710454111444	1516.163983566215	1295.789545888556	21.662398212494544	-2.9200994770769406	78148.81305210362	314.15926535897927	600.744914999073	130.08651609181612	7858	248.75539788013444	1065.5449275362319	345	3.1984879153636143	5.359283992343715	5.39595784855656	5.32261013613087	6.687551110086227	0.9998021192658564
PMO20200815S-0044.fit	29	0	59077.78480324056	2459077.7848032406	NaN	NaN	0	1.5393565435	NaN	-18.906648750000002	60	NaN	NaN	3.708462590117965	10	14	18	1517.1831971235395	1760.406611399979	1517.6831971235395	1296.093388600021	21.662370428620683	-2.920019259847338	78403.99729758961	314.1592653589794	593.8803161427612	132.0198618583989	8025	249.56767456149976	1066.2246575342465	365	3.708462590117965	5.388728343673397	5.498282876565221	5.279173810781573	326.32864667548154	0.9888679446534373
PMO20200815S-0045.fit	30	0	59077.78569444455	2459077.7856944446	NaN	NaN	0	1.53634848037	NaN	-18.9160785	60	NaN	NaN	3.6945944144374936	10	14	18	1518.094725257934	1760.102768688514	1518.594725257934	1296.397231311486	21.662354365194567	-2.9200629341433033	78949.17669349682	314.15926535897944	600.5321144420589	131.46537011904311	7606	251.30303447610942	1066.5533141210374	347	3.6945944144374936	5.410145952675581	5.551232055066908	5.269059850284255	326.04058971597647	0.9807766364038554
PMO20200815S-0046.fit	31	0	59077.78657407407	2459077.786574074	NaN	NaN	0	1.53343237109	NaN	-18.90036225	60	NaN	NaN	3.4978752262136004	10	14	18	1518.094725257934	1760.102768688514	1518.594725257934	1296.397231311486	21.662342462437255	-2.919982054134419	79356.40575940273	314.15926535897944	585.7505995812244	135.47814687025104	7556	252.59928485230182	1065.1739130434783	391	3.4978752262136004	5.338925846095046	5.486061592522644	5.191790099667449	337.4817806417057	0.9939254807662947
PMO20200815S-0047.fit	32	0	59077.78746527759	2459077.7874652776	NaN	NaN	0	1.53053101755	NaN	-18.91293525	60	NaN	NaN	3.9856307968475373	10	14	18	1518.702410680864	1759.4950832655843	1519.202410680864	1297.0049167344157	21.662335798660074	-2.920139877130735	80032.2487958126	314.1592653589793	593.4466044578733	134.86006692872368	6849	254.75056005227927	1066	368	3.9856307968475373	5.610080404832708	5.49910018267266	5.721060626992755	303.02130321367065	0.9905136591062501
