Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1
PMO20200815S-0048.fit	33	0	59077.788356481586	2459077.7883564816	NaN	NaN	0	1.52769909099	NaN	-18.93808125	60	NaN	NaN	3.429524929735563	10	14	18	1519.3100961037937	1759.4950832655843	1519.8100961037937	1297.0049167344157	21.66232064950503	-2.9201492110875473	80547.32904115994	314.1592653589792	595.7188706162378	135.21030307104127	6786	256.3901113949997	1064.6814404432132	361	3.429524929735563	5.735436726962666	5.558874528241773	5.911998925683559	292.3777302632859	0.9924969416305545
PMO20200815S-0049.fit	34	0	59077.7892361111	2459077.789236111	NaN	NaN	0	1.52497158168	NaN	-18.975800250000002	60	NaN	NaN	3.9138743027677396	10	14	18	1520.2216242381885	1759.1912405541195	1520.7216242381885	1297.3087594458805	21.662309762186975	-2.920205794372451	81288.12028948037	314.1592653589795	602.5159726550755	134.9144653066578	7781	258.7481231743877	1064.8134110787173	343	3.9138743027677396	5.4621761977651975	5.128452160856771	5.795900234673624	289.77396801504193	0.9750738788162758
PMO20200815S-0050.fit	35	0	59077.79012731463	2459077.7901273146	NaN	NaN	0	1.52225154483	NaN	-19.00723275	60	NaN	NaN	3.635380769883084	10	14	18	1521.436995084048	1759.4950832655843	1521.936995084048	1297.0049167344157	21.66228675724499	-2.920063052148307	82670.68533343263	314.1592653589794	598.3635381445	138.16130172268004	8325	263.1489643922091	1065.1011235955057	356	3.635380769883084	5.386579563443243	5.525316101669101	5.247843025217387	327.8146020168725	0.9858363164263607
PMO20200815S-0051.fit	36	0	59077.79101851862	2459077.7910185186	NaN	NaN	0	1.51959930965	NaN	-19.03866525	60	NaN	NaN	4.222919803961773	10	14	18	1521.740837795513	1759.1912405541195	1522.240837795513	1297.3087594458805	21.662276061315797	-2.9201236787837024	77213.64871691779	314.1592653589795	597.455555541548	129.2374771658613	6272	245.77867734917282	1065.5382436260622	353	4.222919803961773	5.821925182303545	5.835397703723881	5.808452660883208	316.0486181190197	0.9840057311224185
PMO20200815S-0052.fit	37	0	59077.791898148134	2459077.791898148	NaN	NaN	0	1.5170476072	NaN	-19.05123825	60	NaN	NaN	4.083204692438167	10	14	18	1522.3485232184428	1758.5835551311895	1522.8485232184428	1297.9164448688105	21.662258250574858	-2.9202404029871745	83900.61226883298	314.1592653589793	609.5650392125365	137.64013168671806	7466	267.06394342042574	1065.628048780488	328	4.083204692438167	6.024811958501859	5.897573242842758	6.152050674160961	309.32548848375774	0.9539701233168284
PMO20200815S-0053.fit	38	0	59077.79278935166	2459077.7927893517	NaN	NaN	0	1.51450440704	NaN	-19.085814000000003	60	NaN	NaN	3.2823840379246536	10	14	18	1522.3485232184428	1758.5835551311895	1522.8485232184428	1297.9164448688105	21.662256169431178	-2.920102265875635	85346.94239299186	314.1592653589793	605.2962769293555	141.0002764694896	7211	271.6677551924778	1065.3147058823529	340	3.2823840379246536	5.436460839980239	5.3412155813288695	5.531706098631609	300.36132330582046	0.9948694619620781
PMO20200815S-0054.fit	39	0	59077.79368055565	2459077.7936805557	NaN	NaN	0	1.51202750586	NaN	-19.12038975	60	NaN	NaN	3.980371080999813	10	14	18	1522.0446805069778	1758.5835551311895	1522.5446805069778	1297.9164448688105	21.66225827914727	-2.920172023294623	86717.76373432466	314.15926535897944	596.1472974315177	145.46365320776505	6801	276.03121504385723	1065.1607629427792	367	3.980371080999813	5.927338852147484	5.801641669767959	6.053036034527008	56.09180090692785	0.9873935509451504
PMO20200815S-0055.fit	40	0	59077.79456018517	2459077.794560185	NaN	NaN	0	1.50964742769	NaN	-19.1423925	60	NaN	NaN	4.487364413474806	10	14	18	1524.475422198697	1758.8873978426545	1524.975422198697	1297.6126021573455	21.662215371768482	-2.9200535257438665	88496.69345676323	314.15926535897916	605.8770669296056	146.06377809484792	6786	281.6937242186413	1066.014619883041	342	4.487364413474806	5.924012151448207	6.188868705023439	5.659155597872975	335.5919904640791	0.9816333004019031
PMO20200815S-0056.fit	41	0	59077.79568287032	2459077.7956828703	NaN	NaN	0	1.50668057534	NaN	-19.17696825	60	NaN	NaN	3.6884185872089295	10	14	18	1524.475422198697	1758.8873978426545	1524.975422198697	1297.6126021573455	21.662218242494415	-2.9200710101759872	88880.11897333158	314.15926535897916	597.8555067060231	148.6648830300657	6247	282.91420554402964	1064.618131868132	364	3.6884185872089295	5.927005375402462	5.769414226873212	6.084596523931712	85.87212011075245	0.9971167165309078
PMO20200815S-0057.fit	42	0	59077.796574073844	2459077.796574074	NaN	NaN	0	1.50438968226	NaN	-19.205257500000002	60	NaN	NaN	3.356435488324567	10	14	18	1525.0831076216268	1758.8873978426545	1525.5831076216268	1297.6126021573455	21.662199323107018	-2.9199717099664735	90096.92312133295	314.1592653589793	601.8281645018387	149.705395053936	8408	286.78741344261226	1064.8559322033898	354	3.356435488324567	5.34930766973627	5.210577070355999	5.488038269116539	86.12899423686731	0.9972636029135229
PMO20200815S-0058.fit	43	0	59077.797453703824	2459077.797453704	NaN	NaN	0	1.5021838525	NaN	-19.2304035	60	NaN	NaN	3.7394642612996094	10	14	18	1525.9946357560216	1758.5835551311895	1526.4946357560216	1297.9164448688105	21.662175862104615	-2.920025506202017	91080.4440219262	314.1592653589793	606.3490861098868	150.21123327861332	9439	289.9180577018845	1065.4810495626823	343	3.7394642612996094	5.2134242157627435	5.382555679226588	5.044292752298899	334.6430036732719	0.9895220010794503
PMO20200815S-0059.fit	44	0	59077.79834490735	2459077.7983449074	NaN	NaN	0	1.49999675479	NaN	-19.2681225	60	NaN	NaN	3.239623050164495	10	14	18	1526.2984784674863	1758.5835551311895	1526.7984784674863	1297.9164448688105	21.66217088688945	-2.9200091784324917	93541.7946621126	314.1592653589794	599.6944827502209	155.98241663509475	9377	297.75278012324577	1064.9313186813188	364	3.239623050164495	5.048341018046502	5.110989184525467	4.985692851567538	347.41559361924067	0.9992482176471394
PMO20200815S-0060.fit	45	0	59077.79923611088	2459077.799236111	NaN	NaN	0	1.49787318328	NaN	-19.30898475	60	NaN	NaN	3.653721099544058	10	14	18	1526.9061638904163	1758.2797124197248	1527.4061638904163	1298.2202875802752	21.662160894124064	-2.920051403345283	94628.54045318253	314.15926535897944	602.0306766728904	157.1822568513371	8808	301.2119994139075	1064.377094972067	358	3.653721099544058	5.319644947751958	5.274974389819687	5.364315505684229	292.39564572821104	0.9994400442202759
PMO20200815S-0061.fit	46	0	59077.80011574086	2459077.800115741	NaN	NaN	0	1.4958392165	NaN	-19.337274	60	NaN	NaN	3.88731537740001	10	14	18	1527.513849313346	1758.2797124197248	1528.013849313346	1298.2202875802752	21.662146410825134	-2.92010152297235	94321.48826188402	314.15926535897927	597.8013298358812	157.78065981850324	6956	300.23462193326054	1065.5013477088949	371	3.88731537740001	5.762633446713309	5.6003000902919995	5.924966803134619	286.90356422095556	0.9954098055722076
PMO20200815S-0062.fit	47	0	59077.801006944384	2459077.8010069444	NaN	NaN	0	1.49382504035	NaN	-19.384422750000002	60	NaN	NaN	3.7517444951993077	10	14	18	1528.1215347362759	1758.2797124197248	1528.6215347362759	1298.2202875802752	21.66212874159674	-2.9200723344422435	96744.78578371002	314.1592653589792	621.558038248915	155.64883700364388	7943	307.94821751687954	1063.7322580645161	310	3.7517444951993077	5.624416991602433	5.599913345728625	5.648920637476241	310.606031354469	0.996747408500959
PMO20200815S-0063.fit	48	0	59077.8018865739	2459077.801886574	NaN	NaN	0	1.49189049198	NaN	-19.425285000000002	60	NaN	NaN	3.9481713905971585	10	14	18	1528.7292201592056	1758.5835551311895	1529.2292201592056	1297.9164448688105	21.66211730327904	-2.9199557549291	97072.65779143997	314.1592653589793	604.1298610396168	160.68177398877867	7389	308.99186653151315	1064.969014084507	355	3.9481713905971585	5.707034899376373	5.7426714816786	5.6713983170741455	24.59704526210038	0.9996348193680215
PMO20200815S-0064.fit	49	0	59077.80277777789	2459077.802777778	NaN	NaN	0	1.48998432006	NaN	-19.4441445	60	NaN	NaN	4.06961475349623	10	14	18	1529.9445910050654	1758.2797124197248	1530.4445910050654	1298.2202875802752	21.6620986636296	-2.920048232433768	98255.66733400308	314.1592653589793	605.8151885878401	162.18752712859148	7804	312.7575028599892	1064.1737891737891	351	4.06961475349623	5.665499006941278	5.808391436632655	5.522606577249902	333.5107019688641	0.9929903995591577
PMO20200815S-0065.fit	50	0	59077.80366898142	2459077.8036689814	NaN	NaN	0	1.48812423099	NaN	-19.48500675	60	NaN	NaN	6.70008234439319	10	14	18	1531.4638045623897	1757.9758697082598	1531.9638045623897	1298.5241302917402	21.662063850958738	-2.920112532833022	97938.3068180448	314.1592653589794	602.617683078888	162.52146189547477	8972	311.74731296285006	1064.4972222222223	360	6.70008234439319	6.415668834721301	7.289750949594208	5.541586719848394	344.6485863498357	0.9031981716801385
PMO20200815S-0066.fit	51	0	59077.80454861093	2459077.804548611	NaN	NaN	0	1.48634847408	NaN	-19.50386625	60	NaN	NaN	4.393055911181092	10	14	18	1531.4638045623897	1757.9758697082598	1531.9638045623897	1298.5241302917402	21.6620634394006	-2.920106846082562	99495.87816359353	314.1592653589794	601.87509368437	165.30984453025113	7595	316.7052165400975	1064.607142857143	364	4.393055911181092	6.13811496884064	6.32373895676441	5.9524909809168705	328.0035492898087	0.981008483872828
PMO20200815S-0067.fit	52	0	59077.805439814925	2459077.805439815	NaN	NaN	0	1.48460222007	NaN	-19.525869	60	NaN	NaN	4.870033116167946	10	14	18	1531.7676472738547	1757.9758697082598	1532.2676472738547	1298.5241302917402	21.662050263713994	-2.9200267456747167	101260.66647814075	314.1592653589792	600.9113141299762	168.5118321074551	7894	322.3227122155178	1064.7154471544716	369	4.870033116167946	6.011335905244463	6.231973262401714	5.790698548087213	341.2974719783515	0.9914833086171303
PMO20200815S-0068.fit	53	0	59077.80633101845	2459077.8063310185	NaN	NaN	0	1.48290887886	NaN	-19.538442	60	NaN	NaN	5.12092804760363	10	14	18	1532.6791754082494	1758.2797124197248	1533.1791754082494	1298.2202875802752	21.662033188561956	-2.9199309590308	101549.41760983475	314.1592653589793	608.0768720390834	167.00095379274316	8389	323.24183561416726	1065.5587392550144	349	5.12092804760363	5.911530124302413	6.435917973789534	5.387142274815291	8.688886856717303	0.9659798355135938
PMO20200815S-0069.fit	54	0	59077.80721064797	2459077.807210648	NaN	NaN	0	1.48129682689	NaN	-19.5824475	60	NaN	NaN	6.355430191119097	10	14	18	1533.590703542644	1758.2797124197248	1534.090703542644	1298.2202875802752	21.662013864731602	-2.9198816876919342	102270.46505781682	314.15926535897927	603.669607685666	169.41463303063884	8248	325.5370009251702	1064.9475138121547	362	6.355430191119097	6.324031168079184	7.0092877633362365	5.638774572822131	13.415658566848276	0.9423791788748717
PMO20200815S-0070.fit	55	0	59077.80810185196	2459077.808101852	NaN	NaN	0	1.47970774282	NaN	-19.59187725	60	NaN	NaN	5.9440074333098085	10	14	18	1534.198388965574	1757.9758697082598	1534.698388965574	1298.5241302917402	21.66199515004824	-2.9199311397929355	102570.90051219647	314.15926535897927	609.3234855919692	168.33570826922406	9697	326.49331667806183	1064.5462427745665	346	5.9440074333098085	6.371523397764195	7.542469034969863	5.200577760558526	3.9688695115089825	0.871128253120034
PMO20200815S-0071.fit	56	0	59077.808981481474	2459077.8089814815	NaN	NaN	0	1.47819035202	NaN	-19.642169250000002	60	NaN	NaN	7.463902382282352	10	14	18	1535.1099170999687	1757.9758697082598	1535.6099170999687	1298.5241302917402	21.66197334143867	-2.9199232382249733	102996.85057564033	314.15926535897927	604.6606501656095	170.33827246312572	10938	327.8491578402097	1063.5766016713092	359	7.463902382282352	6.6610551835280205	8.256194615292236	5.065915751763806	5.802282979742924	0.7861670135176992
PMO20200815S-0072.fit	57	0	59077.809872685	2459077.809872685	NaN	NaN	0	1.47670446059	NaN	-19.66102875	60	NaN	NaN	6.209754702877877	10	14	18	1535.1099170999687	1757.9758697082598	1535.6099170999687	1298.5241302917402	21.661966755930774	-2.9198762524766173	103222.65892946883	314.15926535897927	600.213353440594	171.97661187937112	10012	328.56792815427474	1065.5026737967914	374	6.209754702877877	6.084241332031009	7.157009794012069	5.01147287004995	12.803957869643078	0.8561622141923806
PMO20200815S-0073.fit	58	0	59077.81076388899	2459077.810763889	NaN	NaN	0	1.47527011561	NaN	-19.670458500000002	60	NaN	NaN	4.392765144722235	10	14	18	1535.1099170999687	1757.9758697082598	1535.6099170999687	1298.5241302917402	21.661970378075516	-2.9198210766127377	102312.19511755381	314.15926535897927	600.8120436249085	170.2898538788748	9689	325.66983183082345	1065.4123989218328	371	4.392765144722235	5.518650229714493	5.732176008043791	5.305124451385194	32.54772957412521	0.9663326313635714
PMO20200815S-0074.fit	59	0	59077.81164351851	2459077.8116435185	NaN	NaN	0	1.47390470643	NaN	-19.7081775	60	NaN	NaN	3.459457873215997	10	14	18	1535.1099170999687	1757.9758697082598	1535.6099170999687	1298.5241302917402	21.6619758661126	-2.919818711011904	103344.36752629909	314.15926535897927	607.7139371551195	170.05429891913167	10441	328.955338650321	1065.7414772727273	352	3.459457873215997	5.130492901418059	4.943100612941647	5.3178851898944695	84.12442777248299	0.9944475441073267
PMO20200815S-0075.fit	60	0	59077.812534722034	2459077.812534722	NaN	NaN	0	1.47257206668	NaN	-19.701891	60	NaN	NaN	4.056542829171871	10	14	18	1536.3252879458282	1756.7604988624003	1536.8252879458282	1299.7395011375997	21.661943537833473	-2.9201123283321166	102868.12859310798	314.15926535897944	608.1589463431845	169.14678179388224	9608	327.4394230441173	1065.3314285714287	350	4.056542829171871	5.5715117654327955	5.80310447470374	5.339919056161851	332.74326521382926	0.9795618098642307
PMO20200815S-0076.fit	61	0	59077.813715277705	2459077.8137152777	NaN	NaN	0	1.4708774004	NaN	-19.70503425	60	NaN	NaN	3.3934139205449245	10	14	18	1536.3252879458282	1756.7604988624003	1536.8252879458282	1299.7395011375997	21.66194133248512	-2.9200995686646785	103788.2172228017	314.15926535897944	604.4041274527762	171.7199014841456	8136	330.3681561140854	1065.6878453038673	362	3.3934139205449245	5.6242732251287455	5.428670509581452	5.819875940676039	273.15444951331335	0.9951145650547473
PMO20200815S-0077.fit	62	0	59077.81460648123	2459077.814606481	NaN	NaN	0	1.46966262589	NaN	-19.651599	60	NaN	NaN	3.2663563470335872	10	14	18	1536.3252879458282	1756.7604988624003	1536.8252879458282	1299.7395011375997	21.661929462679456	-2.9200476822908104	103945.80271084403	314.15926535897944	609.0248597880941	170.67579597163117	9027	330.8697663017151	1065.7965616045844	349	3.2663563470335872	5.476256873047278	5.4379187879419	5.514594958152656	80.96812116713404	0.9997831234338781
PMO20200815S-0078.fit	63	0	59077.815497685224	2459077.815497685	NaN	NaN	0	1.46849819728	NaN	-19.5950205	60	NaN	NaN	3.487503365293242	10	14	18	1536.3252879458282	1756.7604988624003	1536.8252879458282	1299.7395011375997	21.66192555139666	-2.9199621764432937	103938.91612263134	314.15926535897944	603.6134560996697	172.19449810520587	9500	330.8478456106134	1064.892857142857	364	3.487503365293242	5.559041710782258	5.843325744791971	5.274757676772544	0.0922394484352982	0.9895935884414846
PMO20200815S-0079.fit	64	0	59077.81637731474	2459077.8163773147	NaN	NaN	0	1.46739806892	NaN	-19.513296	60	NaN	NaN	3.32293546720948	10	14	18	1536.3252879458282	1756.7604988624003	1536.8252879458282	1299.7395011375997	21.661907614375554	-2.919960152278193	104304.22581872996	314.15926535897944	610.1200385101795	170.9568924722175	10484	332.0106624884832	1065.2196531791908	346	3.32293546720948	5.142134910674191	5.186161490829961	5.09810833051842	1.5583246583226067	0.9997059474429553
PMO20200815S-0080.fit	65	0	59077.817268518265	2459077.8172685183	NaN	NaN	0	1.46633310307	NaN	-19.42214175	60	NaN	NaN	4.2419017683849045	10	14	18	1536.3252879458282	1756.7604988624003	1536.8252879458282	1299.7395011375997	21.661907118317178	-2.919922393496903	103450.32516428968	314.15926535897944	606.6187904957329	170.53597215435641	10480	329.29261228721174	1066.9691011235955	356	4.2419017683849045	5.389103857167142	5.681480706904163	5.096727007430121	352.39306219253405	0.9874296409029873
PMO20200815S-0081.fit	66	0	59077.81815972226	2459077.8181597223	NaN	NaN	0	1.46532545185	NaN	-19.343560500000002	60	NaN	NaN	5.836279979193694	10	14	18	1536.3252879458282	1756.7604988624003	1536.8252879458282	1299.7395011375997	21.661907429979628	-2.9200108306503156	103834.94508430478	314.15926535897944	611.5591390336509	169.78725107170916	10277	330.516895516852	1064.1436950146629	341	5.836279979193694	5.820537342488123	6.610226181099564	5.0308485038766815	6.088647664635951	0.9257032465609446
PMO20200815S-0082.fit	67	0	59077.81903935177	2459077.819039352	NaN	NaN	0	1.4643720943	NaN	-19.25240625	60	NaN	NaN	3.404711865897737	10	14	18	1537.5406587916877	1756.7604988624003	1538.0406587916877	1299.7395011375997	21.661881686969544	-2.920008290517472	102857.45168037002	314.15926535897955	606.3378264463623	169.63720090365987	9842	327.40543737533307	1065.1295774647888	355	3.404711865897737	5.469991280225221	5.745618440404049	5.194364120046393	12.490697899113554	0.9877016947309547
PMO20200815S-0083.fit	68	0	59077.819930555765	2459077.8199305558	NaN	NaN	0	1.46345532248	NaN	-19.154965500000003	60	NaN	NaN	4.097427115750602	10	14	18	1537.5406587916877	1756.7604988624003	1538.0406587916877	1299.7395011375997	21.661878754425164	-2.9200627693863637	101701.24907049193	314.15926535897955	601.3460589255161	169.12266665921368	8322	323.7251301637761	1065.9349593495936	369	4.097427115750602	6.08472634379936	6.72410989329861	5.44534279430011	13.38462139867989	0.945796513189569
PMO20200815S-0084.fit	69	0	59077.82082175929	2459077.8208217593	NaN	NaN	0	1.4625878492	NaN	-19.08895725	60	NaN	NaN	6.811835668826237	10	14	18	1537.5406587916877	1756.7604988624003	1538.0406587916877	1299.7395011375997	21.6618811014816	-2.919932687281095	101627.93980881094	314.15926535897955	608.5475829708103	167.00081086951857	7701	323.49177953635717	1065.9137931034484	348	6.811835668826237	7.260053372240245	8.80745708477323	5.712649659707261	357.07159882085836	0.8319862179383326
PMO20200815S-0085.fit	70	0	59077.821701388806	2459077.821701389	NaN	NaN	0	1.46177984146	NaN	-18.99465975	60	NaN	NaN	6.236979759985259	10	14	18	1538.1483442146175	1756.4566561509353	1538.6483442146175	1300.0433438490647	21.661857314221727	-2.920097012053569	103393.40274716332	314.1592653589792	610.5941877531609	169.3324385016275	9967	329.11142260604396	1065.5639534883721	344	6.236979759985259	6.2488980597797585	7.204942271837065	5.292853847722451	13.912212444707748	0.8857036710204058
PMO20200815S-0086.fit	71	0	59077.82267361088	2459077.822673611	NaN	NaN	0	1.46094233169	NaN	-18.90036225	60	NaN	NaN	6.062185453397843	10	14	18	1538.1483442146175	1756.4566561509353	1538.6483442146175	1300.0433438490647	21.66184238556352	-2.920012736716733	104141.50138073554	314.1592653589792	623.7673230609494	166.95568608771077	10737	331.4926945151102	1065.4551282051282	312	6.062185453397843	6.109267366758378	7.179337923270131	5.039196810246626	2.736073423536644	0.8834192426998725
PMO20200815S-0087.fit	72	0	59077.82356481487	2459077.823564815	NaN	NaN	0	1.46021822929	NaN	-18.79349175	60	NaN	NaN	7.390113238739029	10	14	18	1538.1483442146175	1756.4566561509353	1538.6483442146175	1300.0433438490647	21.66183810987036	-2.919961414230804	103540.88423786068	314.1592653589792	604.3714668835265	171.31994131320383	10750	329.5808707712249	1065.9613259668508	362	7.390113238739029	6.684017177788995	8.354113752242737	5.013920603335253	357.2245926334611	0.77666940109293
PMO20200815S-0088.fit	73	0	59077.824444444384	2459077.8244444444	NaN	NaN	0	1.45956622065	NaN	-18.69290775	60	NaN	NaN	7.158803793495602	10	14	18	1543.009827598056	1755.8489707280055	1543.509827598056	1300.6510292719945	21.661741653920892	-2.920085165740589	104658.61807735427	314.1592653589793	602.0247563234028	173.8443759630584	10295	333.13872808355455	1065.4216216216216	370	7.158803793495602	6.625261115338375	8.043254723875148	5.207267506801603	352.56227713450545	0.8206475921748088
PMO20200815S-0089.fit	74	0	59077.82533564791	2459077.825335648	NaN	NaN	0	1.45894637778	NaN	-18.5766075	60	NaN	NaN	5.2052904079065305	10	14	18	1543.009827598056	1755.8489707280055	1543.509827598056	1300.6510292719945	21.66173956441451	-2.920076466544905	105718.73739932379	314.1592653589793	601.765889611946	175.68084071281845	10668	336.5131926907281	1065.3602150537633	372	5.2052904079065305	5.993500905040533	6.671760956004054	5.315240854077013	346.6482552965353	0.9374249992060828
PMO20200815S-0090.fit	75	0	59077.82621527789	2459077.826215278	NaN	NaN	0	1.45838218703	NaN	-18.4257315	60	NaN	NaN	4.206504549552193	10	14	18	1543.009827598056	1755.8489707280055	1543.509827598056	1300.6510292719945	21.66173448532736	-2.92007141443592	104818.84741025855	314.1592653589793	606.5294539171894	172.8174068601286	8574	333.6487538907552	1067.3798882681565	358	4.206504549552193	5.751022857124706	6.139007191054183	5.363038523195231	347.7152255577681	0.9781883074819133
PMO20200815S-0091.fit	76	0	59077.82710648142	2459077.8271064814	NaN	NaN	0	1.45785870776	NaN	-18.30314475	60	NaN	NaN	3.2403540889123414	10	14	18	1543.009827598056	1755.5451280165407	1543.509827598056	1300.9548719834593	21.661731288883182	-2.9201149144556644	106636.45175967435	314.15926535897944	614.0206885379722	173.66915113818638	11801	339.43436822665217	1065.423076923077	338	3.2403540889123414	5.155114788191003	5.239607302546698	5.070622273835309	324.07118761537726	0.988923388891316
PMO20200815S-0092.fit	77	0	59077.827997684944	2459077.827997685	NaN	NaN	0	1.45738359105	NaN	-18.167985	60	NaN	NaN	3.050078586727538	10	14	18	1543.009827598056	1755.5451280165407	1543.509827598056	1300.9548719834593	21.66172622388802	-2.920134117665236	106453.86545012903	314.15926535897944	609.1868046595677	174.7474906479938	10088	338.8531779525513	1065.5413105413106	351	3.050078586727538	5.262844839478568	5.100836796484221	5.424852882472915	278.6036689393527	0.9958538608516602
PMO20200815S-0093.fit	78	0	59077.828877314925	2459077.828877315	NaN	NaN	0	1.45695453695	NaN	-18.0108225	60	NaN	NaN	4.146516595231233	10	14	18	1544.5290411553806	1755.2412853050757	1545.0290411553806	1301.2587146949243	21.66169882687865	-2.920080061384662	106081.74959327024	314.15926535897927	608.5326746788427	174.3238350336005	10510	337.6686963921124	1066.416430594901	353	4.146516595231233	5.6890769849870395	5.982480823387855	5.395673146586224	343.60554445394644	0.9850256432265313
PMO20200815S-0094.fit	79	0	59077.82976851845	2459077.8297685185	NaN	NaN	0	1.45658274553	NaN	-17.85366	60	NaN	NaN	3.429190074231816	10	14	18	1544.5290411553806	1755.2412853050757	1545.0290411553806	1301.2587146949243	21.6616895622816	-2.9200923945968116	106555.93537073437	314.15926535897927	606.5763479253648	175.66780461384784	10977	339.1780766006582	1066.200557103064	359	3.429190074231816	5.311680831964139	5.368340196062743	5.255021467865535	332.90957179942893	0.998671414583196
PMO20200815S-0095.fit	80	0	59077.83064814797	2459077.830648148	NaN	NaN	0	1.45625564131	NaN	-17.6713515	60	NaN	NaN	2.912020458470254	10	14	18	1544.5290411553806	1755.2412853050757	1545.0290411553806	1301.2587146949243	21.66169032529001	-2.9199930015884488	106501.74362025829	314.15926535897927	611.1094788756668	174.27604594875967	10597	339.00557890139675	1065.9884393063585	346	2.912020458470254	5.123653929989581	5.160438669917276	5.086869190061887	345.92142411423436	0.9997347886536166
PMO20200815S-0096.fit	81	0	59077.83223379636	2459077.8322337964	NaN	NaN	0	1.45578432041	NaN	-17.3444535	60	NaN	NaN	3.254428806934713	10	14	18	1545.74441200124	1754.633599882146	1546.24441200124	1301.866400117854	21.66165649922237	-2.920233893731601	106100.66784909548	314.1592653589794	601.8199075412958	176.29969783246997	10077	337.72891507069755	1066.4128686327078	373	3.254428806934713	5.5159458045295615	5.407928158338301	5.623963450720823	303.36805553714225	0.9901744757530535
PMO20200815S-0097.fit	82	0	59077.83311342588	2459077.833113426	NaN	NaN	0	1.45558842433	NaN	-17.24701275	60	NaN	NaN	3.602495552936293	10	14	18	1546.048254712705	1754.633599882146	1546.548254712705	1301.866400117854	21.661643839480085	-2.920182311008946	105831.56183714332	314.1592653589794	604.0484992505827	175.20374931556663	9409	336.8723240303389	1066.655737704918	366	3.602495552936293	5.458697868371664	5.431517445796381	5.485878290946948	311.8832404968092	0.9915886516955696
PMO20200815S-0098.fit	83	0	59077.8340393519	2459077.834039352	NaN	NaN	0	1.45543271998	NaN	-17.22186675	60	NaN	NaN	3.1517233392301867	10	14	18	1546.048254712705	1754.633599882146	1546.548254712705	1301.866400117854	21.6616429848337	-2.9202088998210947	106098.00761280186	314.1592653589794	609.855527404276	173.9723636914239	9732	337.7204472755791	1065.922636103152	349	3.1517233392301867	5.42525198144703	5.294751755306376	5.555752207587683	62.3005725427077	0.9928310193105748
PMO20200815S-0099.fit	84	0	59077.83491898142	2459077.8349189814	NaN	NaN	0	1.45533275289	NaN	-17.27844525	60	NaN	NaN	3.3688719058511776	10	14	18	1546.048254712705	1754.633599882146	1546.548254712705	1301.866400117854	21.66163270239208	-2.9202603510881837	105759.17661821854	314.1592653589794	611.3114064628901	173.00376780167065	10022	336.6419147223655	1066.486956521739	345	3.3688719058511776	5.717095338371552	5.475976669806791	5.958214006936314	64.23703054225719	0.981684337586445
PMO20200815S-0117.fit	85	0	59077.881759259384	2459077.8817592594	NaN	NaN	0	1.51751981613	NaN	-19.37813625	60	NaN	NaN	3.024231761123776	10	14	18	1361.3521798569586	1714.1528134394705	1361.8521798569586	1342.3471865605295	21.660920346285796	-2.9201049437259656	84974.62278761575	314.15926535897916	597.5742956145428	142.19926026140098	8122	270.48262508036527	1063.8972222222221	360	3.024231761123776	5.337280282020544	5.316495294011149	5.358065270029937	290.0159722059882	0.9998965322506518
PMO20200815S-0118.fit	86	0	59077.88265046291	2459077.882650463	NaN	NaN	0	1.52017062457	NaN	-19.356133500000002	60	NaN	NaN	3.349928956066023	10	14	18	1360.2472972698135	1714.1528134394705	1360.7472972698135	1342.3471865605295	21.6609001535007	-2.9201703667113676	87373.62044601701	314.1592653589792	608.8852471355833	143.4976801573928	7784	278.1188717963741	1064.039156626506	332	3.349928956066023	5.339612447544199	5.352832553181292	5.3263923419071055	323.5471302715089	0.9997162250002803
PMO20200815S-0119.fit	87	0	59077.883530092426	2459077.8835300924	NaN	NaN	0	1.5228453654	NaN	-19.387566	60	NaN	NaN	3.166238885275418	10	14	18	1360.2472972698135	1714.1528134394705	1360.7472972698135	1342.3471865605295	21.660902293736747	-2.920151241182366	88203.87234299775	314.1592653589792	602.7245837051681	146.34191922416096	8537	280.76164566469225	1064.0315186246419	349	3.166238885275418	5.494442054606122	5.645056763904757	5.343827345307488	25.918154986179623	0.99213960566354
PMO20200815S-0120.fit	88	0	59077.88442129642	2459077.8844212964	NaN	NaN	0	1.52561492242	NaN	-19.41585525	60	NaN	NaN	3.71969683621257	10	14	18	1357.7613114487372	1713.6003721458978	1358.2613114487372	1342.8996278541022	21.66086037892988	-2.9201259423114996	88542.97420900065	314.15926535897927	598.7707859401645	147.87457285507713	9456	281.8410404284131	1064.7229916897506	361	3.71969683621257	5.4175277625569915	5.668361280749872	5.16669424436411	350.9948796322153	0.990559247234411
