solution_id,designation,ra,dec,clon,clat,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp
1635721458409799680,Gaia DR2 305020193586052224,29.868210630361617,33.36427077205572,01h59m28.37s,33d21m51.37s,1755.859671613461,3.1783776601227505,17.5771408081,648.950634791803,12.619179832774032,18.3208599091,1579.342778542239,8.215193301469432,16.7657299042,1.2690612078,1.5551300049,0.743719101,0.8114109039
1635721458409799680,Gaia DR2 305018136297467392,29.794409004774504,33.29019589881362,01h59m10.66s,33d17m24.71s,7496.945078006174,7.1344643424951455,16.0011558533,4084.442661039125,24.191699220465686,16.3235569,5011.078067892955,16.01506713541325,15.5120916367,1.2132302523,0.8114652634,0.3224010468,0.4890642166
1635721458409799680,Gaia DR2 305021361817204992,29.80044889499715,33.42534422420636,01h59m12.11s,33d25m31.24s,114.93963662142492,1.814044794933301,20.537191391,61.392467799527374,5.1860978492979015,20.8810997009,77.01739043156506,13.427364551506942,20.0454483032,1.2041960955,0.8356513977,0.3439083099,0.4917430878
1635721458409799680,Gaia DR2 305018514254586496,29.866482252818013,33.33886798581264,01h59m27.96s,33d20m19.92s,1804.0497990030283,3.2339573389614644,17.547744751,888.11603786147,10.106574733834401,17.9802131653,1343.8111187756901,15.653168359277828,16.9410743713,1.2371760607,1.0391387939,0.4324684143,0.6066703796
1635721458409799680,Gaia DR2 305021361817203200,29.814272639048948,33.423080702828095,01h59m15.43s,33d25m23.09s,156.32410821166258,2.3439173204258448,20.2033004761,118.20895910088471,18.39698493748626,20.1697616577,118.8325846673875,6.509947829976991,19.5745811462,1.516346693,0.5951805115,-0.0335388184,0.6287193298
1635721458409799680,Gaia DR2 305018308096157568,29.848713359282737,33.3112404891182,01h59m23.69s,33d18m40.47s,444.83909300307346,2.2765064291883745,19.0678577423,83.70096044273697,15.080127750392824,20.5445613861,618.4311252088635,8.107518781974923,17.7836914062,1.5783956051,2.7608699799,1.4767036438,1.2841663361
1635721458409799680,Gaia DR2 305018441239375360,29.866249102592008,33.33606741174042,01h59m27.90s,33d20m09.84s,332.88578680231086,1.8443126214587762,19.3826274872,142.00076467339844,7.720600029746701,19.9706611633,286.7876656351204,9.683986200807222,18.618019104,1.288094759,1.3526420593,0.5880336761,0.7646083832
1635721458409799680,Gaia DR2 305030918120163968,29.70741531513337,33.33970511205343,01h58m49.78s,33d20m22.94s,125.15020352676758,1.6883663291629913,20.4447860718,36.5354166169317,10.33162644356169,21.4446029663,118.9258416383879,9.307881336475658,19.5737285614,1.2421973944,1.8708744049,0.9998168945,0.8710575104
1635721458409799680,Gaia DR2 305017960203010816,29.816864642252984,33.291711037179894,01h59m16.05s,33d17m30.16s,453.4739698895352,2.1095666464543674,19.0469856262,155.413921324941,11.573614432544776,19.8726634979,455.58161426313046,13.32561911518254,18.1155052185,1.347366333,1.7571582794,0.8256778717,0.9314804077
1635721458409799680,Gaia DR2 305030918120138240,29.705663808514384,33.33527749577381,01h58m49.36s,33d20m07.00s,12061.860753662579,8.329461833232257,15.4848299026,7022.631351903333,24.4313001873016,15.7351388931,7439.5109589153,22.240157133598768,15.0830593109,1.1989976168,0.6520795822,0.2503089905,0.4017705917
1635721458409799680,Gaia DR2 305030913824401920,29.70669976520815,33.33267740199322,01h58m49.61s,33d19m57.64s,669.3416863859486,2.4127355575861653,18.6242465973,227.69660359747581,17.45083941802119,19.4579963684,655.3467700618227,7.757952457344417,17.720741272,1.3192714453,1.7372550964,0.8337497711,0.9035053253
1635721458409799680,Gaia DR2 305031875898944384,29.749664617328257,33.422678516498834,01h58m59.92s,33d25m21.64s,104.73058110630038,2.0708445973035206,20.6381816864,48.71682877995668,14.464036787489169,21.1321907043,108.70839127188002,16.13790374783912,19.6712627411,1.5031447411,1.4609279633,0.4940090179,0.9669189453
1635721458409799680,Gaia DR2 305030982545708416,29.700989692886505,33.351453211401804,01h58m48.24s,33d21m05.23s,79.11151467278998,2.1310569791902654,20.9427661896,22.71428208631009,10.887510794797636,21.9606399536,82.60941869851614,12.015827615544717,19.9693470001,1.3313320875,1.9912929535,1.017873764,0.9734191895
1635721458409799680,Gaia DR2 305018819196471296,29.74486580164701,33.294437448301174,01h58m58.77s,33d17m39.97s,334.58845460266417,2.278650819956691,19.3770885468,105.07825287375772,14.795732267109534,20.2976055145,424.7657740950351,13.693336051137978,18.1915454865,1.5835694075,2.1060600281,0.9205169678,1.1855430603
1635721458409799680,Gaia DR2 305019987427620480,29.874611122915546,33.360878102057264,01h59m29.91s,33d21m39.16s,1259.3914942256129,3.1980989772818402,17.9379634857,462.93010783181614,10.141504734053099,18.6875991821,1153.9982443314311,6.837554933386564,17.1064071655,1.2838965654,1.5811920166,0.7496356964,0.8315563202
1635721458409799680,Gaia DR2 305031227357155712,29.701849619131266,33.371953308048695,01h58m48.44s,33d22m19.03s,81.90960426335629,2.0166091810839712,20.9050292969,68.00869955888525,21.80768550171673,20.7699775696,93.43252377460384,26.59236941554998,19.8356742859,1.9709681273,0.9343032837,-0.1350517273,1.069355011
1635721458409799680,Gaia DR2 305020296665288960,29.86770275774673,33.390087969161854,01h59m28.25s,33d23m24.32s,542.700660605595,2.2207266316493572,18.8519649506,260.2359592036647,16.613589504496566,19.3129692078,442.6366465447134,11.39464379380741,18.1468009949,1.2951387167,1.1661682129,0.4610042572,0.7051639557
1635721458409799680,Gaia DR2 305031364796111744,29.711634104773747,33.397369350743695,01h58m50.79s,33d23m50.53s,139.04532462613318,1.7409791594776514,20.3304748535,109.79073586257141,22.780828624851484,20.2499732971,191.9873974688736,13.683669787672965,19.0537376404,2.1703579426,1.1962356567,-0.0805015564,1.2767372131
1635721458409799680,Gaia DR2 305021155659088256,29.858597401386277,33.403485246146325,01h59m26.06s,33d24m12.55s,174.68014383378724,1.7940175006445906,20.0827560425,34.83443178779311,6.183396152297513,21.4963665009,266.6850298498534,11.188357159381352,18.6969242096,1.7261232138,2.7994422913,1.4136104584,1.3858318329
1635721458409799680,Gaia DR2 305007446123098112,29.702086862184977,33.33452581128953,01h58m48.50s,33d20m04.29s,1780.2908619651912,2.995551157533573,17.5621376038,969.2659313499372,16.630135027392587,17.8852806091,1193.1404859230784,12.394719258765504,17.0701904297,1.2146365643,0.8150901794,0.3231430054,0.4919471741
