Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RA_OBJ	DEC_OBJ	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1
aligned_Sabine_V_30s_20200824_132535_out.fits	11	0	59086.059199988376	2459086.0591999884	2459086.0590263773	2459086.0643347995	2459086.065102398	-1	-84.3274949125846	-10.20308404	30	0.0176650204132459	0.115132096265486	4.345339872964591	10	16	20	567.1182118776334	519.791110786561	567.6182118776334	504.70888921343897	21.542860304102874	-2.978592888705147	40566.618669421136	314.1592653589794	227.4394195529319	178.36230302188264	2133	129.12755771524678	19.019370460048425	413	4.345339872964591	6.272615320925956	6.207989158959328	6.337241482892584	48.78849643224381	0.9755841472098395
aligned_Sabine_V_30s_20200824_132612_out.fits	12	0	59086.05963149294	2459086.059631493	2459086.059457882	2459086.0647663237	2459086.065533922	-1	-84.48322873972506	-10.20308404	30	0.0176650223854204	0.115132109089955	4.352800033959095	10	16	20	567.5491634842136	519.9346682797956	568.0491634842136	504.5653317202044	21.54285331413906	-2.978612902685008	40917.03913951714	314.159265358979	230.14386551791299	177.78896277525334	1878	130.24298071477423	19.45219638242894	387	4.352800033959095	6.213416403722107	6.245414397061976	6.181418410382238	43.23897282977713	0.9718925283180084
aligned_Sabine_V_30s_20200824_132649_out.fits	13	0	59086.060060312506	2459086.0600603125	2459086.0598867014	2459086.065195163	2459086.065962761	-1	-84.63799162660257	-10.20308404	30	0.0176650243454554	0.1151321218354834	4.883369874229153	10	16	20	567.9796022249435	519.8729156523856	568.4796022249435	504.6270843476144	21.542855379448238	-2.9785975829266693	40525.90466917955	314.15926535897916	227.31898873560988	178.2776920423239	1641	128.997961027417	19.5622009569378	418	4.883369874229153	6.406389177070869	6.244606025401746	6.568172328739992	55.543648879655194	0.9803189579840613
aligned_Sabine_V_30s_20200824_132727_out.fits	14	0	59086.060490543954	2459086.060490544	2459086.060316933	2459086.065625414	2459086.066393012	-1	-84.79326199659937	-10.20308404	30	0.0176650263120762	0.1151321346238366	4.39314699106603	10	16	20	568.5635332511333	519.3563792904195	569.0635332511333	505.14362070958055	21.542842831982682	-2.978610912696586	41032.67699021813	314.15926535897944	229.5532966637181	178.75010982886715	1868	130.61106742572576	18.805626598465473	391	4.39314699106603	6.143860525645867	6.066507881961076	6.2212131693306585	50.247258042263674	0.9808938786057094
aligned_Sabine_V_30s_20200824_132804_out.fits	15	0	59086.06092187483	2459086.060921875	2459086.0607482637	2459086.0660567647	2459086.0668243626	-1	-84.94892687318065	-9.787817268	30	0.0176650282838558	0.1151321474457346	4.335887754314931	10	16	20	568.9683197401574	519.0241741896529	569.4683197401574	505.47582581034715	21.542835470295586	-2.978674959199916	40973.24944240357	314.1592653589794	231.36634054354633	177.09252498071058	1985	130.4219036659154	17.986301369863014	365	4.335887754314931	6.142784015027139	5.940124875404277	6.345443154650001	60.17581928866501	0.9829859055588142
aligned_Sabine_V_30s_20200824_132841_out.fits	16	0	59086.06135469908	2459086.061354699	2459086.061181088	2459086.0664896085	2459086.067257207	-1	-85.10512819131077	-9.787817268	30	0.0176650302625961	0.1151321603128961	4.326055961905935	10	16	20	570.1446005016123	519.2540683482506	570.6446005016123	505.2459316517494	21.54282909787734	-2.978618498006393	41142.037278399665	314.1592653589794	229.28450092997815	179.43662616324926	2032	130.95917203456668	18.432569974554706	393	4.326055961905935	6.257092361543645	6.110908573118122	6.403276149969167	54.953695840192104	0.9811893887429982
aligned_Sabine_V_30s_20200824_132919_out.fits	17	0	59086.06178723369	2459086.0617872337	2459086.0616136226	2459086.0669221627	2459086.067689761	-1	-85.26122222208585	-9.787817268	30	0.0176650322401463	0.1151321731723182	3.983555831436984	10	16	20	570.3299194489775	519.7677287729122	570.8299194489775	504.73227122708784	21.542829023361552	-2.9786886643934043	41669.937420417235	314.1592653589794	228.19357928216576	182.6078435313535	2301	132.63953037578688	19.482185273159146	421	3.983555831436984	5.786162277258728	5.728975526263104	5.843349028254352	50.69740776657749	0.9899919662052583
aligned_Sabine_V_30s_20200824_132956_out.fits	18	0	59086.06221871544	2459086.0622187154	2459086.0620451043	2459086.0673536644	2459086.0681212624	-1	-85.41693326562944	-9.787817268	30	0.0176650342130165	0.1151321860013062	4.182747013282041	10	16	20	570.2333688349992	519.4499523756164	570.7333688349992	505.05004762438364	21.542820968293118	-2.97872677277048	41808.089780347706	314.15926535897927	230.2968471732566	181.5400006275149	2119	133.07928299544182	18.764705882352942	391	4.182747013282041	5.895552956799133	5.7547872851540935	6.036318628444173	58.86490406631421	0.989479450928143
aligned_Sabine_V_30s_20200824_133034_out.fits	19	0	59086.062649942	2459086.062649942	2459086.062476331	2459086.0677849106	2459086.068552509	-1	-85.57254887871665	-9.787817268	30	0.0176650361848532	0.1151321988235732	4.422877179762675	10	16	20	570.7171499074645	519.55756681697	571.2171499074645	504.94243318302995	21.54281381258554	-2.9786967078649904	41333.2667590584	314.15926535897944	224.8812075232914	183.80044830903637	2027	131.56787437680134	15.605080831408776	433	4.422877179762675	6.31022294430246	6.27338663427494	6.347059254329981	48.03435045499103	0.9878052832871244
aligned_Sabine_V_30s_20200824_133112_out.fits	20	0	59086.063091550954	2459086.063091551	2459086.06291794	2459086.0682265395	2459086.068994138	-1	-85.73190731192972	-10.20308404	30	0.0176650382043027	0.1151322119554515	4.069700509818342	10	16	20	571.5149980550073	519.3056390542806	572.0149980550073	505.1943609457194	21.542810180695007	-2.978669751580927	40901.36200616152	314.15926535897944	230.4600902393898	177.47698511996302	2110	130.19307884943288	17.35135135135135	370	4.069700509818342	6.15568158344499	6.134762549372156	6.176600617517823	46.51329268877583	0.9834299312289161
